10 0 1.0
14 0 1.0
15 0 1.0
40 0 1.0
42 0 1.0
47 0 1.0
17 1 1.0
19 1 1.0
26 1 1.0
27 1 1.0
28 1 1.0
36 1 1.0
41 1 1.0
54 1 1.0
10 2 1.0
42 2 1.0
44 2 1.0
61 2 1.0
8 3 1.0
14 3 1.0
59 3 1.0
51 4 1.0
9 5 1.0
13 5 1.0
56 5 1.0
57 5 1.0
9 6 1.0
13 6 1.0
17 6 1.0
54 6 1.0
56 6 1.0
57 6 1.0
19 7 1.0
27 7 1.0
30 7 1.0
40 7 1.0
54 7 1.0
20 8 1.0
28 8 1.0
37 8 1.0
45 8 1.0
59 8 1.0
13 9 1.0
17 9 1.0
32 9 1.0
41 9 1.0
57 9 1.0
29 10 1.0
42 10 1.0
47 10 1.0
51 11 1.0
33 12 1.0
17 13 1.0
32 13 1.0
41 13 1.0
54 13 1.0
57 13 1.0
16 14 1.0
24 14 1.0
33 14 1.0
34 14 1.0
37 14 1.0
38 14 1.0
40 14 1.0
43 14 1.0
50 14 1.0
52 14 1.0
18 15 1.0
24 15 1.0
40 15 1.0
45 15 1.0
55 15 1.0
59 15 1.0
20 16 1.0
33 16 1.0
37 16 1.0
38 16 1.0
50 16 1.0
22 17 1.0
25 17 1.0
27 17 1.0
31 17 1.0
57 17 1.0
20 18 1.0
21 18 1.0
24 18 1.0
29 18 1.0
45 18 1.0
51 18 1.0
30 19 1.0
54 19 1.0
28 20 1.0
36 20 1.0
38 20 1.0
44 20 1.0
47 20 1.0
50 20 1.0
29 21 1.0
33 21 1.0
37 21 1.0
45 21 1.0
51 21 1.0
36 23 1.0
45 23 1.0
51 23 1.0
29 24 1.0
45 24 1.0
51 24 1.0
26 25 1.0
27 25 1.0
27 26 1.0
30 28 1.0
47 28 1.0
35 29 1.0
43 29 1.0
45 29 1.0
51 29 1.0
52 29 1.0
42 30 1.0
47 30 1.0
60 32 1.0
34 33 1.0
37 33 1.0
38 33 1.0
40 33 1.0
43 33 1.0
50 33 1.0
37 34 1.0
44 34 1.0
49 34 1.0
37 36 1.0
39 36 1.0
40 36 1.0
59 36 1.0
40 37 1.0
43 37 1.0
45 37 1.0
61 37 1.0
43 38 1.0
44 38 1.0
52 38 1.0
58 38 1.0
57 39 1.0
52 40 1.0
54 41 1.0
57 41 1.0
47 42 1.0
50 42 1.0
46 43 1.0
53 43 1.0
50 45 1.0
51 45 1.0
59 45 1.0
49 46 1.0
57 48 1.0
51 50 1.0
55 51 1.0
61 53 1.0
57 54 1.0
0 10 1.0
0 14 1.0
0 15 1.0
0 40 1.0
0 42 1.0
0 47 1.0
1 17 1.0
1 19 1.0
1 26 1.0
1 27 1.0
1 28 1.0
1 36 1.0
1 41 1.0
1 54 1.0
2 10 1.0
2 42 1.0
2 44 1.0
2 61 1.0
3 8 1.0
3 14 1.0
3 59 1.0
4 51 1.0
5 9 1.0
5 13 1.0
5 56 1.0
5 57 1.0
6 9 1.0
6 13 1.0
6 17 1.0
6 54 1.0
6 56 1.0
6 57 1.0
7 19 1.0
7 27 1.0
7 30 1.0
7 40 1.0
7 54 1.0
8 20 1.0
8 28 1.0
8 37 1.0
8 45 1.0
8 59 1.0
9 13 1.0
9 17 1.0
9 32 1.0
9 41 1.0
9 57 1.0
10 29 1.0
10 42 1.0
10 47 1.0
11 51 1.0
12 33 1.0
13 17 1.0
13 32 1.0
13 41 1.0
13 54 1.0
13 57 1.0
14 16 1.0
14 24 1.0
14 33 1.0
14 34 1.0
14 37 1.0
14 38 1.0
14 40 1.0
14 43 1.0
14 50 1.0
14 52 1.0
15 18 1.0
15 24 1.0
15 40 1.0
15 45 1.0
15 55 1.0
15 59 1.0
16 20 1.0
16 33 1.0
16 37 1.0
16 38 1.0
16 50 1.0
17 22 1.0
17 25 1.0
17 27 1.0
17 31 1.0
17 57 1.0
18 20 1.0
18 21 1.0
18 24 1.0
18 29 1.0
18 45 1.0
18 51 1.0
19 30 1.0
19 54 1.0
20 28 1.0
20 36 1.0
20 38 1.0
20 44 1.0
20 47 1.0
20 50 1.0
21 29 1.0
21 33 1.0
21 37 1.0
21 45 1.0
21 51 1.0
23 36 1.0
23 45 1.0
23 51 1.0
24 29 1.0
24 45 1.0
24 51 1.0
25 26 1.0
25 27 1.0
26 27 1.0
28 30 1.0
28 47 1.0
29 35 1.0
29 43 1.0
29 45 1.0
29 51 1.0
29 52 1.0
30 42 1.0
30 47 1.0
32 60 1.0
33 34 1.0
33 37 1.0
33 38 1.0
33 40 1.0
33 43 1.0
33 50 1.0
34 37 1.0
34 44 1.0
34 49 1.0
36 37 1.0
36 39 1.0
36 40 1.0
36 59 1.0
37 40 1.0
37 43 1.0
37 45 1.0
37 61 1.0
38 43 1.0
38 44 1.0
38 52 1.0
38 58 1.0
39 57 1.0
40 52 1.0
41 54 1.0
41 57 1.0
42 47 1.0
42 50 1.0
43 46 1.0
43 53 1.0
45 50 1.0
45 51 1.0
45 59 1.0
46 49 1.0
48 57 1.0
50 51 1.0
51 55 1.0
53 61 1.0
54 57 1.0
