1 0 1.0
2 0 1.0
3 0 1.0
4 0 1.0
5 0 1.0
6 0 1.0
7 0 1.0
8 0 1.0
10 0 1.0
11 0 1.0
12 0 1.0
13 0 1.0
17 0 1.0
19 0 1.0
21 0 1.0
31 0 1.0
2 1 1.0
3 1 1.0
7 1 1.0
13 1 1.0
17 1 1.0
19 1 1.0
21 1 1.0
30 1 1.0
3 2 1.0
7 2 1.0
8 2 1.0
9 2 1.0
13 2 1.0
27 2 1.0
28 2 1.0
32 2 1.0
7 3 1.0
12 3 1.0
13 3 1.0
6 4 1.0
10 4 1.0
6 5 1.0
10 5 1.0
16 5 1.0
16 6 1.0
30 8 1.0
32 8 1.0
33 8 1.0
33 9 1.0
33 13 1.0
32 14 1.0
33 14 1.0
32 15 1.0
33 15 1.0
32 18 1.0
33 18 1.0
33 19 1.0
32 20 1.0
33 20 1.0
32 22 1.0
33 22 1.0
25 23 1.0
27 23 1.0
29 23 1.0
32 23 1.0
33 23 1.0
25 24 1.0
27 24 1.0
31 24 1.0
31 25 1.0
29 26 1.0
33 26 1.0
33 27 1.0
31 28 1.0
33 28 1.0
32 29 1.0
33 29 1.0
32 30 1.0
33 30 1.0
32 31 1.0
33 31 1.0
33 32 1.0
0 1 1.0
0 2 1.0
0 3 1.0
0 4 1.0
0 5 1.0
0 6 1.0
0 7 1.0
0 8 1.0
0 10 1.0
0 11 1.0
0 12 1.0
0 13 1.0
0 17 1.0
0 19 1.0
0 21 1.0
0 31 1.0
1 2 1.0
1 3 1.0
1 7 1.0
1 13 1.0
1 17 1.0
1 19 1.0
1 21 1.0
1 30 1.0
2 3 1.0
2 7 1.0
2 8 1.0
2 9 1.0
2 13 1.0
2 27 1.0
2 28 1.0
2 32 1.0
3 7 1.0
3 12 1.0
3 13 1.0
4 6 1.0
4 10 1.0
5 6 1.0
5 10 1.0
5 16 1.0
6 16 1.0
8 30 1.0
8 32 1.0
8 33 1.0
9 33 1.0
13 33 1.0
14 32 1.0
14 33 1.0
15 32 1.0
15 33 1.0
18 32 1.0
18 33 1.0
19 33 1.0
20 32 1.0
20 33 1.0
22 32 1.0
22 33 1.0
23 25 1.0
23 27 1.0
23 29 1.0
23 32 1.0
23 33 1.0
24 25 1.0
24 27 1.0
24 31 1.0
25 31 1.0
26 29 1.0
26 33 1.0
27 33 1.0
28 31 1.0
28 33 1.0
29 32 1.0
29 33 1.0
30 32 1.0
30 33 1.0
31 32 1.0
31 33 1.0
32 33 1.0
101 100 1.0
102 100 1.0
103 100 1.0
104 100 1.0
105 100 1.0
106 100 1.0
107 100 1.0
108 100 1.0
110 100 1.0
111 100 1.0
112 100 1.0
113 100 1.0
117 100 1.0
119 100 1.0
121 100 1.0
131 100 1.0
102 101 1.0
103 101 1.0
107 101 1.0
113 101 1.0
117 101 1.0
119 101 1.0
121 101 1.0
130 101 1.0
103 102 1.0
107 102 1.0
108 102 1.0
109 102 1.0
113 102 1.0
127 102 1.0
128 102 1.0
132 102 1.0
107 103 1.0
112 103 1.0
113 103 1.0
106 104 1.0
110 104 1.0
106 105 1.0
110 105 1.0
116 105 1.0
116 106 1.0
130 108 1.0
132 108 1.0
133 108 1.0
133 109 1.0
133 113 1.0
132 114 1.0
133 114 1.0
132 115 1.0
133 115 1.0
132 118 1.0
133 118 1.0
133 119 1.0
132 120 1.0
133 120 1.0
132 122 1.0
133 122 1.0
125 123 1.0
127 123 1.0
129 123 1.0
132 123 1.0
133 123 1.0
125 124 1.0
127 124 1.0
131 124 1.0
131 125 1.0
129 126 1.0
133 126 1.0
133 127 1.0
131 128 1.0
133 128 1.0
132 129 1.0
133 129 1.0
132 130 1.0
133 130 1.0
132 131 1.0
133 131 1.0
133 132 1.0
100 101 1.0
100 102 1.0
100 103 1.0
100 104 1.0
100 105 1.0
100 106 1.0
100 107 1.0
100 108 1.0
100 110 1.0
100 111 1.0
100 112 1.0
100 113 1.0
100 117 1.0
100 119 1.0
100 121 1.0
100 131 1.0
101 102 1.0
101 103 1.0
101 107 1.0
101 113 1.0
101 117 1.0
101 119 1.0
101 121 1.0
101 130 1.0
102 103 1.0
102 107 1.0
102 108 1.0
102 109 1.0
102 113 1.0
102 127 1.0
102 128 1.0
102 132 1.0
103 107 1.0
103 112 1.0
103 113 1.0
104 106 1.0
104 110 1.0
105 106 1.0
105 110 1.0
105 116 1.0
106 116 1.0
108 130 1.0
108 132 1.0
108 133 1.0
109 133 1.0
113 133 1.0
114 132 1.0
114 133 1.0
115 132 1.0
115 133 1.0
118 132 1.0
118 133 1.0
119 133 1.0
120 132 1.0
120 133 1.0
122 132 1.0
122 133 1.0
123 125 1.0
123 127 1.0
123 129 1.0
123 132 1.0
123 133 1.0
124 125 1.0
124 127 1.0
124 131 1.0
125 131 1.0
126 129 1.0
126 133 1.0
127 133 1.0
128 131 1.0
128 133 1.0
129 132 1.0
129 133 1.0
130 132 1.0
130 133 1.0
131 132 1.0
131 133 1.0
132 133 1.0
