3 8 1.0
3 9 1.0
3 10 1.0
3 11 1.0
3 12 1.0
3 13 1.0
3 14 1.0
3 17 1.0
3 20 1.0
3 21 1.0
3 23 1.0
3 24 1.0
3 26 1.0
3 27 1.0
8 9 1.0
8 10 1.0
8 11 1.0
8 12 1.0
8 13 1.0
8 14 1.0
8 20 1.0
8 21 1.0
8 23 1.0
8 24 1.0
8 26 1.0
8 27 1.0
8 32 1.0
8 33 1.0
8 40 1.0
8 41 1.0
8 44 1.0
8 45 1.0
9 11 1.0
9 12 1.0
9 14 1.0
9 20 1.0
9 24 1.0
9 27 1.0
9 41 1.0
9 45 1.0
9 47 1.0
10 11 1.0
10 12 1.0
10 21 1.0
10 33 1.0
10 38 1.0
10 39 1.0
11 12 1.0
11 13 1.0
11 14 1.0
11 17 1.0
11 20 1.0
11 21 1.0
11 26 1.0
11 27 1.0
11 45 1.0
11 47 1.0
12 13 1.0
12 14 1.0
12 17 1.0
12 23 1.0
12 24 1.0
12 32 1.0
12 33 1.0
12 38 1.0
12 39 1.0
12 40 1.0
12 41 1.0
12 44 1.0
12 47 1.0
12 54 1.0
13 17 1.0
13 40 1.0
13 44 1.0
13 47 1.0
14 26 1.0
17 47 1.0
20 24 1.0
23 27 1.0
23 32 1.0
23 33 1.0
23 47 1.0
23 54 1.0
24 26 1.0
24 40 1.0
24 47 1.0
26 40 1.0
26 45 1.0
26 47 1.0
27 40 1.0
27 41 1.0
27 47 1.0
27 54 1.0
30 31 1.0
30 66 1.0
30 73 1.0
30 74 1.0
30 75 1.0
30 76 1.0
30 77 1.0
30 79 1.0
30 82 1.0
30 83 1.0
30 84 1.0
30 86 1.0
30 93 1.0
30 99 1.0
31 73 1.0
31 74 1.0
31 75 1.0
31 76 1.0
31 77 1.0
31 82 1.0
32 33 1.0
33 38 1.0
33 39 1.0
38 39 1.0
40 41 1.0
40 44 1.0
40 45 1.0
40 47 1.0
40 54 1.0
41 47 1.0
41 54 1.0
45 47 1.0
47 54 1.0
51 58 1.0
51 64 1.0
51 65 1.0
51 69 1.0
58 64 1.0
58 65 1.0
58 69 1.0
59 60 1.0
59 62 1.0
59 63 1.0
59 99 1.0
60 62 1.0
60 63 1.0
60 99 1.0
62 63 1.0
62 99 1.0
63 99 1.0
64 65 1.0
64 69 1.0
65 69 1.0
66 72 1.0
66 73 1.0
66 74 1.0
66 76 1.0
66 84 1.0
66 86 1.0
66 88 1.0
66 89 1.0
66 93 1.0
66 96 1.0
66 97 1.0
66 99 1.0
66 100 1.0
71 72 1.0
71 73 1.0
71 74 1.0
71 75 1.0
71 76 1.0
71 78 1.0
71 79 1.0
71 82 1.0
71 83 1.0
72 73 1.0
72 74 1.0
72 75 1.0
72 76 1.0
72 78 1.0
72 79 1.0
72 82 1.0
72 84 1.0
72 86 1.0
72 88 1.0
72 89 1.0
72 91 1.0
73 74 1.0
73 75 1.0
73 82 1.0
73 83 1.0
73 84 1.0
73 86 1.0
73 89 1.0
73 93 1.0
73 96 1.0
73 97 1.0
73 99 1.0
73 100 1.0
74 75 1.0
74 78 1.0
74 79 1.0
74 82 1.0
74 84 1.0
74 88 1.0
74 91 1.0
74 99 1.0
75 76 1.0
75 77 1.0
75 78 1.0
75 79 1.0
75 82 1.0
75 83 1.0
75 84 1.0
75 91 1.0
76 77 1.0
76 82 1.0
76 83 1.0
76 84 1.0
76 86 1.0
79 84 1.0
79 91 1.0
82 84 1.0
83 84 1.0
84 86 1.0
84 88 1.0
84 89 1.0
84 96 1.0
84 97 1.0
84 99 1.0
84 100 1.0
86 89 1.0
86 93 1.0
86 97 1.0
86 100 1.0
88 89 1.0
93 99 1.0
96 97 1.0
96 100 1.0
99 100 1.0
