0	133
0	2303
0	1502
0	2354
0	4617
0	2346
0	4351
0	2951
0	1725
0	4486
0	980
0	4323
0	4043
0	136
0	331
0	3164
0	106
0	193
0	1280
0	1602
0	4969
0	2823
0	1624
0	550
0	948
0	3091
0	3989
0	892
0	2105
0	4643
0	4538
0	4050
0	1435
0	4210
0	82
0	847
0	2991
0	301
0	228
1	841
1	1278
1	4036
1	4583
1	950
1	854
1	1352
1	3708
1	4727
1	1422
1	1759
1	4747
1	192
1	4555
1	2078
1	4247
1	817
1	40
1	260
1	142
1	765
1	1665
1	3925
1	2646
1	186
1	3257
1	3535
1	426
1	23
1	3401
1	739
1	1356
1	99
1	1748
1	1273
1	2391
1	801
1	86
1	3582
1	15
1	1118
1	2749
2	3378
2	0
2	3738
2	2644
2	1961
2	812
2	40
2	1053
2	2317
2	36
2	2820
2	3532
2	162
2	289
2	2901
2	748
2	1692
2	1412
2	1604
2	3170
2	671
2	15
2	2695
2	73
2	127
2	78
2	1631
2	68
2	4555
2	1280
2	2052
2	983
2	409
2	527
2	1393
2	1401
2	3255
2	3583
2	1386
2	181
2	332
2	2228
3	1333
3	2641
3	4551
3	1640
3	4580
3	2622
3	3809
3	1452
3	1027
3	227
3	112
3	926
3	325
3	795
3	222
3	1781
3	884
3	4077
3	85
3	367
3	2894
3	2827
3	2702
3	781
3	63
3	1085
3	3202
3	2791
3	3204
3	4425
3	1944
3	275
3	4978
3	1049
3	552
3	1829
3	8
3	4646
3	4026
3	1053
4	1
4	1031
4	2397
4	456
4	28
4	2068
4	1185
4	793
4	2967
4	838
4	3887
4	3610
4	460
4	4827
4	131
4	3933
4	1997
4	841
4	202
4	191
4	4345
4	536
4	1320
4	4751
4	1330
4	360
4	1177
4	62
4	1158
4	459
4	2370
4	664
4	1665
4	2816
4	748
4	1261
4	3035
4	161
5	86
5	961
5	1449
5	219
5	16
5	24
5	2476
5	147
5	1103
5	208
5	1360
5	527
5	421
5	33
5	89
5	329
5	3140
5	1387
5	171
5	2374
5	3714
5	4420
5	2858
5	44
5	1473
5	4874
5	4158
5	1879
5	2
5	284
5	935
5	4103
5	3077
5	2
5	4764
5	4323
5	595
5	2148
5	0
6	354
6	3822
6	991
6	752
6	2990
6	3622
6	765
6	89
6	1098
6	1681
6	3772
6	801
6	16
6	2279
6	1019
6	662
6	2035
6	3909
6	3214
6	101
6	1625
6	2904
6	2561
6	635
6	3610
6	2612
6	4408
6	4482
6	4361
6	2550
6	1563
6	401
6	2
6	4229
6	849
7	3988
7	1746
7	702
7	3954
7	4285
7	418
7	3494
7	1740
7	55
7	1438
7	2076
7	296
7	100
7	4037
7	162
7	4
7	2981
7	4095
7	471
7	2923
7	2825
7	93
7	1889
7	2523
7	1069
7	465
7	522
7	4883
7	2719
7	4658
7	1973
7	14
7	3824
7	21
7	1658
8	4
8	2398
8	2815
8	3886
8	495
8	2076
8	4355
8	4670
8	99
8	2330
8	2582
8	497
8	1250
8	3467
8	3796
8	2646
8	4778
8	3168
8	261
8	440
8	87
8	1760
8	4998
8	2854
8	1120
8	959
8	1622
8	3485
8	31
8	3172
8	11
8	4447
8	131
8	4596
8	2825
8	1327
9	520
9	1812
9	253
9	1800
9	727
9	5
9	16
9	4882
9	1
9	1692
9	3
9	4530
9	4
9	4992
9	205
9	3363
9	262
9	1681
9	781
9	97
9	7
9	418
9	2854
9	3519
9	3291
9	635
9	1366
9	2901
9	3468
9	130
10	2694
10	71
10	1385
10	128
10	1
10	2154
10	10
10	4075
10	3022
10	1938
10	2185
10	241
10	4714
10	40
10	6
10	3760
10	1340
10	2888
10	69
10	66
10	3294
10	3
10	4
10	4955
10	1753
10	524
10	253
10	1224
10	479
10	100
10	931
10	137
10	725
10	163
10	1892
10	1185
10	920
10	165
10	3821
10	2236
10	210
10	196
10	3127
10	4075
10	45
11	1465
11	1077
11	817
11	3749
11	3787
11	966
11	4937
11	1665
11	14
11	3141
11	1713
11	752
11	1382
11	1386
11	836
11	152
11	2343
11	261
11	489
11	2780
11	4308
11	1482
11	935
11	32
11	227
11	14
11	0
11	1604
11	2659
11	2340
11	4941
11	3271
11	1694
11	19
11	1383
11	698
11	3901
11	3668
11	4548
11	347
